Id,comment_text,topic,conspiracy
486,"Quando i medici dopo aver infierito sui no vax e obbligato i bambini al vaccino ( facendo da sponda o ispiratori) perche se no di fatto non posso fare nulla.Poi però si lamentano se qualcuno perde la paxienza e sbagliando minaccia la famiglia del medico .A mio svviso minacce e violenxa sono inutili ed anzi i media sono felici quando un medico viene minacciato perché usano questo 'arma per criminalizzare i no vax.
C è un solo modo per bloccare le violazioni fasciste di questo governo( come dice il wall street journal : "" in italy fascism is back"" :La disobbedienza civile ( diceva Pertini se una legge è ingiusta disobbedire è necessario) non frequentare locali che sono sceriffi dei dpcm e decreti quando capiranno che stanno per fallire cambieranno atteggiamento.
Minacce violenze reati sono da evitare sempre e cmq perche controproducenti.
La banca non ti fa entrare? Basta chiudere il conto e farsi dare il contante ...le banche fsliiscono se solo il 2% ritira i soldi...vedrete chr chiamano il governo e gli fanno togkiere subito il green pass idem per le poste. Ma ce l ' avete questa forza? Oppure volete tenere i soldi in banca e non dover mostrare il green pass. In questo caso non otterrete nulla.
I politici sono si fascisti o comunisti ma giocano sulle nostre debolezze...Se tutti i no vax che sono 15 20% ritirassero i soldi dalle banche se il green pass non venisse abolito dappertutto,lo avrebbero gia tolto. Ma nessuno lo fa. C è chi si vaccina per andare  in vacanza o al ristorante. Secondo voi se uno imponesse a Draghi un vaccino se no non va in vacanza o al ristorante,lui si vaccinerebbe? NO.
Eppure milioni di italiani lo hanno fatto. Prima del green pass dolo il 55% si erano vaccinati..quindi solo 1 su 2 credono mel vaccino. Gli altri lo hanno fatto sotto ricatto a volte grave ( come spendere 200euro di tamponi per lavorare) altre volte banali.
Quello sui 50enni è una vigliaccata e capisco chi ha un mutuo o una famiglia numerosa da mantenere.  Non giustifico chi invece ha risoatmi da parte o chi si vaccina perche senxa lavoro dovrebbe rinunciare a vacanze cambio auto vestiti etc...
Vaccinare i figli per farli andare in queste scuole lager è da irresponsabili o per fargli praticare sport con gli amici..occhio che un giorno qualcuno potrebbe renderne conto

Vogliono correre? Vadano nei boschi. Vogliono giocare a pallone giochino per strade e zone libere..noi facevano cosi..Ne acquisiranno anche in indipendenza 
Il finecdi questa dittatura è assoggettare tutti ma soprattutto i bambini al sistema di controllo militare ( quello che durava 1 anno ora durerà in ogni ambito) nessuna libertà significa nessuna creatività. 
Si possono fare scuole paritarie autorganizzate e poi sostenere esami anno per anno.. certo è  scomodo non si puo usare piu scuola e asili come parcheggio etc..q",Covid,0
487,"Se qualcuno di Faenza o dintorni vuole mostrare il proprio impegno per questa battaglia, ha ancora quasi 3 ore per organizzarsi ed andare.",Qanon,1
488,"Un video  ""DA NON PERDERE""
Il caso di Andrew Wakefield: dove ha inizio e dove finisce la  menzogna e dove  inizia la verità sulle sui risultati delle ricerche tra correlazione vaccini-disturbi gastrointestinali -autismo.
",Covid,0
489,"Dr Didier Raoult.
“Se il vaccino non impedisce la circolazione del virus… Non vale la pena minacciare le persone di metterle in prigione o rifiutare loro le cure! "" a meno che, aggiungiamo noi, non ci siano interessi economici diffusi o ricatti.
[🇮🇹]( ",Covid,0
490,"29/11/21](

📄 __""Cardiovascular Complications of SARS-CoV-2 Vaccines: An Overview""
🇮🇹 ""Complicazioni cardiovascolari dei vaccini SARS-CoV-2: una panoramica""__

📊 ""Gravi effetti collaterali dei vaccini possono comparire in alcuni individui vaccinati nei programmi di vaccinazione di massa. Inoltre, **visti i brevi tempi di sviluppo e la novità delle tecnologie adottate, questi vaccini potrebbero avere gravi effetti collaterali che si scopriranno solo dopo qualche tempo**. Un potenziale meccanismo è [costituito dalle] proteine ​​spike che fluttuano liberamente [...] Queste reazioni possono infine portare ad aggregazione piastrinica, trombosi e infiammazione.""

⚠️ ""Sono stati segnalati casi di infarto miocardico dopo la vaccinazione con i vaccini Pfizer, AstraZeneca e Sinovac, con intervalli tra la vaccinazione e l'insorgenza dell'infarto miocardico da 15 minuti a 2 giorni.""

📚 **",Covid,0
491,"La ragione per la quale Ghislaine Maxwell ancora non ha ricevuto la sua sentenza di condanna per il suo coinvolgimento nella rete pedofila del Mossad è in questa copertina del Globe. La rivista americana rivela che la Maxwell starebbe trattando con i procuratori distrettuali di New York per diventare una collaboratrice di giustizia e rivelare i nomi di coloro che appartenevano alla sua rete pedofila. Sono i nomi del calibro di Bill Gates, Bill Clinton e del principe Andrea di Windor, e questa potrebbe essere soltanto la superficie dello scandalo che vede coinvolti gli uomini più potenti del pianeta. Maxwell in cambio della sua testimonianza entrerebbe nel programma di protezione testimoni. La ragione per la quale c'è un silenzio assordante tra i vertici dei poteri globali è questa. Tutti sono in attesa di capire cosa farà Ghislaine Maxwell. Tutti temono di essere spazzati via dalle sue sconvolgenti rivelazioni.",Qanon,1
492,"Sulla base dell'ultimo rapporto del generale Kirillov, (articolo in arrivo) sembra che l'operazione militare speciale stia volgendo al termine. I loro rapporti sulla violazione biologica di Deep State sono finalizzati. 
 
Ora i discorsi di Putin e del ministro della Difesa russo che si rivolgono alla nazione stasera! 
 
Subito dopo tutte le comunicazioni della ""tempesta"" sia da Trump che da Putin! 👀 
 
Qualcosa di grosso in ballo!                                         ",Qanon,1
493,"**I soggetti all'obbligo  non dovrebbero firmare il consenso informato, oppure fare denuncia immediata per ""costrizione oggettiva ed impossibilità di lavorare con conseguente impossibilità di mantenimento per se e per la propria famiglia""
**C'è grande fermento per il consenso informato: in caso di obbligo deve essere riformato. Riprendendo le considerazioni di Crisanti, sono riusciti a mobilitare persino lui: «Siamo all’improvvisazione. L’obbligo agli over 50 non si può imporre senza una revisione del consenso informato.  C’è anche un problema di carattere giuridico perchè lo si fa per impedire la malattia, ma non per limitare la trasmissione. Questo diventa un obbligo terapeutico, è una novità assoluta nella sanità pubblica. Mi sembra solo frutto del panico. Tra l’altro lo si impone a tutti, anche a persone che magari non ne avrebbero bisogno è una autentica follia» Si muove il Codacons, dicendo di non firmarlo ed annunciando ricorsi. Ebbene, secondo la legge 219/17, il Consenso Informato medico è il processo con cui il Paziente decide in modo libero e autonomo dopo che gli sono state presentate una serie specifica di informazioni, rese a lui comprensibili da parte del medico o equipe medica, se iniziare o proseguire il trat sanitario previsto (legge 219/17, art.1 commi 2,3).
Non serve ottenere il consenso nelle situazioni di estrema urgenza che richiedono l’immediato intervento, ad esempio in condizioni che mettono a rischio di vita il paziente, perché si opera in ambito di ""consenso presunto"". Lo stesso vale quando si effettuano cure di routine, come ad esempio i prelievi ematici, in quanto si opera secondo “consenso implicito”. Per tutto il resto, come un vaccino, il consenso informato è obbligatorio, e va da sè che, laddove esistesse un obbligo all'assunzione, non dovrebbe esistere il consenso informato, perchè il paziente non ha scelta. A coloro che si rifanno all'art. 32 della Costituzione e nello specifico alle parole ""se non per disposizione di legge"", ricordo che lo scopo principale delle parole ""nessuno può essere obbligato ad un trat sanitario"" è di vietare sperimentazioni senza l’esplicito consenso dei partecipanti. Ecco perchè da un anno stanno ripetendo che i vaccini NON sono sperimentali.

Imporre un  obbligo  e nel decreto non prevedere diritto di risarcimento la dice lunga... infatti DEVI essere vaccinato, MA DEVI FIRMARE IL CONSENSO
Neanche in Corea del Nord bisogna dare il consenso a ciò che è obbligatorio!!!
[🇮🇹",Covid,0
494,"**BIDEN**: ""Approveremo la riforma elettorale e non faremo in modo che nessuno, nessuno abbia mai l'opportunità di rubare di nuovo un'elezione"".

=======================

Grazie Joe 👏👏👏 😂 **AUTOGOL** 🎯



   ",Qanon,1
495,Ecco il computer che dichiarano di aver usato per tutti i calcoli e correzioni di volo,Terra Piatta,3
496,"La Francia annuncia che non imporrà l'obbligo vaccinale. La Germania annuncia la stessa decisione in giornata. Praticamente il resto del mondo sta abbandonando il Grande Reset perché ormai i vari governi si sono resi conto che il piano di Davos è inattuabile. Bill Gates stesso è stato costretto a prenderne atto nel suo ultimo articolo. A questo punto, l'unico che sta provando a portare avanti una operazione terroristica ormai fallimentare è Mario Draghi. Mario Draghi è così devoto ai poteri massonici e finanziari tanto da spingersi lui stesso sull'orlo del precipizio. Mario Draghi pur di compiacere la volontà di quei poteri che hanno costruito tutta la sua carriera si sta praticamente bruciando con le sue mani. Draghi nel tentativo rabbioso e frenetico di distruggere l'Italia finirà per distruggere sè stesso.
",Qanon,1
497,"Così il coronavirus aumenta la violenza contro le donne

",Covid,0
498,Ricercatori rivelano 12 sconvolgenti verità sul covid!!! I rimedi per chi è stato costretto a vaccinarsi!!! Da diffondere per il bene di tutti!!!,Covid,0
499,"SPETTACOLARE SENTENZA STORICA! Tribunale Uruguay sospende con decorrenza immediata le vaccinazioni covid! Il Ministero della Salute Pubblica si adegua istantaneamente e promuove cure non farmacologiche! Le motivazioni che hanno portato a questo grandioso risultato sono valide per tutti! L'Italia si adegui immedia

",Covid,0
500,"LA VERITÀ CHE NASCONDE IL MAINSTREAM! 3 SUPER ESPERTI: Ex intelligence dei Marines USA: la vittoria Ucraina è una vittoria di Pirro! La Russia vincerà la guerra con la NATO! Analista militare: gli strateghi Russi hanno attirato l'esercito ucraino/NATO in un tranello facendo oltre 4000 morti e 8000 feriti!


",Russia,2
501,"Dobbiamo sempre ricordare che se l'uccisione di civili fosse stato l'obiettivo della Russia, avrebbero raso al suolo l'Ucraina in 48 ore.

Da Clandestine 

⚠️L'esercito russo accusa la CNN di aver messo in scena false bandiere con il battaglione nazista Azov⚠️

 Il MIL russo ha riferito di avere informazioni che mostrano che ""due giornalisti del canale di notizie della CNN scortati da 10 militari del battaglione nazionalista Azov sono arrivati ​​​​a Odessa per aver registrato attacchi terroristici preparati a strutture civili al fine di accusare la Russia di utilizzare metodi di guerra proibiti.  Avvertiamo in anticipo il cosiddetto Occidente civile che le suddette e altre provocazioni da parte delle autorità ucraine sulle ""atrocità dei russi"" saranno presto ampiamente diffuse attraverso i media occidentali e in varie risorse di Internet"".

 Va bene.  Solo la CNN che lavora con i nazisti in Ucraina per filmare un attacco terroristico pianificato e incolpare la Russia, per coprire i loro signori del Deep State che sono stati sorpresi a fabbricare armi biologiche in Ucraina.  Niente da vedere qui gente.

 Nel resto della dichiarazione, la Russia cita più intelligence di false flag inscenate, come gli ospedali per bambini che i battaglioni nazionalisti ucraini hanno attrezzato con mine, destinati a esplodere quando la Russia attaccherà presto le installazioni militari ucraine a Kharkov, in modo che possano accusare la Russia di crimini di guerra.

 La Russia ha ripetu difeso di non attaccare i civili.  Hanno ripetu accusato gli ucraini di bombardare e massacrare la propria gente per dipingere narrazioni di propaganda.  Questi sono letteralmente nazisti con cui abbiamo a che fare, e se la Russia volesse massacrare civili, potrebbe farlo a un ritmo molto più efficiente, con molte meno vittime per i loro membri in servizio, ma stanno mantenendo rigide regole di ingaggio.  Se l'uccisione di civili fosse stato l'obiettivo della Russia, avrebbero raso al suolo l'Ucraina in 48 ore.

 Questo è un argomento inquietante da considerare, ma logicamente parlando, la morte di civili ucraini avvantaggia l'Ucraina molto di più di quanto si addice alla Russia.  I civili muoiono e possono spingere la propaganda emotiva, il mondo viene in aiuto all'Ucraina e Putin è visto come un dittatore.  Ma cosa succede quando Putin non uccide nessun civile e inizia a smascherare la rete del biolab?  I nazisti si incaricano di uccidere i civili.

 La Russia sta accusando l'Ucraina di aver commesso false flag sul proprio popolo per ottenere il sostegno globale, nel tentativo di diffamare la Russia con crimini di guerra, in modo che possano giustificare l'ignoranza delle accuse della Russia sulla produzione di armi biologiche in Ucraina.

 Voglio dire, l'Ucraina è ora ampiamente accettata come delegata degli Stati Uniti.  Da dove pensi che l'Ucraina abbia avuto l'idea?  Lanciare attacchi contro i propri civili per giustificare l'avanzamento dei programmi politici.  9/11.  Sparatoria di massa.  C19.  È davvero così stravagante credere che i nazisti farebbero qualcosa di simile?

 Per quanto tempo l'Occidente può continuare a ignorare queste accuse?  Per quanto tempo il governo degli Stati Uniti può consentire l'associazione con il DNC che ha creato un regime per procura in Ucraina e fornisce con orgoglio armi ai terroristi nazisti?  Quante vite potrebbero salvare gli Stati Uniti rinunciando alla farsa, respingendo gli eserciti ucraini, smettendo di fornire armi e fondi e avviando colloqui di pace con la Russia?

 Le vite degli innocenti sono semplici pedine nella mente dei giocatori di Deep State.  Sacrificheranno volentieri tutto il necessario per coprire i loro crimini contro l'umanità.

 -Clandestino

 

",Russia,2
502,"Questa scrive su sole 24ore (giornale di confindustria) e ""stranamente"" ancora non ha capito quali sono le motivazioni che spingono le persone a contestare l'obbligatorietà dei vaccini... parla di soldi!",Covid,0
503,"**Quando il governo si espande, la libertà si contrae.
**Pensiamo allora al Nuovo Ordine Mondiale, all'Italia ed alle scellerate politiche sanitarie, alla perdità della libertà di lavorare ed alle decisioni guerrafondaie di questo governo... e rimpiangiamo R.Regan e dovremmo forse rimpiangere anche Craxi che non ha avuto mai paura delle inimicizie anche d'oltre oceano..
[🇮🇹 ",Qanon,1
